member_id,party_id,name,gender,district,birthdate
BCQ55105,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1974-02-20
NCO99988,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1975-03-19
FU53642G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1970-03-29
66W6739S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1972-05-26
VCP96419,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-02-08
5MD4184K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-12-13
GD131760,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1947-10-05
EMC8812P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-05-17
2N793392,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-02-24
KR14136C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-04-30
FRN1867O,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-11-20
XA42275R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1978-11-24
NAL4555X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1954-12-05
J9S37905,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1976-08-05
0YT3774N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-09-10
0VU8517U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-07-28
